proteinID,esm3EmbeddingFile,esmcEmbeddingFile
9J4S-2-C-3-3549,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9J4S-2-C,/data4/hfxie/Dataset/ESMCEmbeddings/9J4S-3
8U0Y-1-A-1-2032,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8U0Y-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/8U0Y-1
8U0Y-1-D-4-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8U0Y-1-D,/data4/hfxie/Dataset/ESMCEmbeddings/8U0Y-4
9BTY-1-C-1-3154,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9BTY-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/9BTY-1
9BTY-1-H-4-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9BTY-1-H,/data4/hfxie/Dataset/ESMCEmbeddings/9BTY-4
3VWJ-1-A-1-10735,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/3VWJ-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/3VWJ-1
3VWJ-1-D-4-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/3VWJ-1-D,/data4/hfxie/Dataset/ESMCEmbeddings/3VWJ-4
4GRL-1-A-1-7318,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4GRL-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/4GRL-1
4GRL-1-D-4-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4GRL-1-D,/data4/hfxie/Dataset/ESMCEmbeddings/4GRL-4
3PL6-1-B-2-10152,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/3PL6-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/3PL6-2
3PL6-1-D-4-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/3PL6-1-D,/data4/hfxie/Dataset/ESMCEmbeddings/3PL6-4
8ZOX-1-A-1-1517,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8ZOX-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/8ZOX-1
8ZOX-1-E-4-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8ZOX-1-E,/data4/hfxie/Dataset/ESMCEmbeddings/8ZOX-4
7JWI-1-A-1-9541,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7JWI-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/7JWI-1
7JWI-1-E-5-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7JWI-1-E,/data4/hfxie/Dataset/ESMCEmbeddings/7JWI-5
3TPU-4-N-2-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/3TPU-4-N,/data4/hfxie/Dataset/ESMCEmbeddings/3TPU-2
3TPU-4-Q-3-4310,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/3TPU-4-Q,/data4/hfxie/Dataset/ESMCEmbeddings/3TPU-3
6MNG-1-A-3-5280,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6MNG-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/6MNG-3
6MNG-1-B-4-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6MNG-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/6MNG-4
6JXR-1-m-5-9688,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6JXR-1-m,/data4/hfxie/Dataset/ESMCEmbeddings/6JXR-5
6JXR-1-n-6-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6JXR-1-n,/data4/hfxie/Dataset/ESMCEmbeddings/6JXR-6
8TFN-1-B-2-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8TFN-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/8TFN-2
8TFN-1-L-4-11149,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8TFN-1-L,/data4/hfxie/Dataset/ESMCEmbeddings/8TFN-4
8TFN-1-B-2-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8TFN-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/8TFN-2
8TFN-1-H-3-7300,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8TFN-1-H,/data4/hfxie/Dataset/ESMCEmbeddings/8TFN-3
7PHR-1-B-2-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7PHR-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/7PHR-2
7PHR-1-e-5-390,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7PHR-1-e,/data4/hfxie/Dataset/ESMCEmbeddings/7PHR-5
7PHR-1-B-2-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7PHR-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/7PHR-2
7PHR-1-C-3-5899,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7PHR-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/7PHR-3
2NTS-1-P-1-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/2NTS-1-P,/data4/hfxie/Dataset/ESMCEmbeddings/2NTS-1
2NTS-1-A-2-349,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/2NTS-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/2NTS-2
6PX6-1-A-1-8655,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6PX6-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/6PX6-1
6PX6-1-E-5-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6PX6-1-E,/data4/hfxie/Dataset/ESMCEmbeddings/6PX6-5
4IIQ-1-B-2-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4IIQ-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/4IIQ-2
4IIQ-1-C-3-694,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4IIQ-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/4IIQ-3
4QRP-4-E-5-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4QRP-4-E,/data4/hfxie/Dataset/ESMCEmbeddings/4QRP-5
4QRP-4-G-2-7259,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4QRP-4-G,/data4/hfxie/Dataset/ESMCEmbeddings/4QRP-2
9NDS-1-A-1-6553,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9NDS-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/9NDS-1
9NDS-1-E-4-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9NDS-1-E,/data4/hfxie/Dataset/ESMCEmbeddings/9NDS-4
9IRS-1-n-6-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9IRS-1-n,/data4/hfxie/Dataset/ESMCEmbeddings/9IRS-6
9IRS-1-H-7-6917,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9IRS-1-H,/data4/hfxie/Dataset/ESMCEmbeddings/9IRS-7
4UDU-1-B-2-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4UDU-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/4UDU-2
4UDU-1-C-3-11155,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4UDU-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/4UDU-3
2XNA-1-B-2-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/2XNA-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/2XNA-2
2XNA-1-C-3-4846,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/2XNA-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/2XNA-3
3OF6-2-B-1-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/3OF6-2-B,/data4/hfxie/Dataset/ESMCEmbeddings/3OF6-1
3OF6-2-E-2-3766,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/3OF6-2-E,/data4/hfxie/Dataset/ESMCEmbeddings/3OF6-2
8RO5-1-B-1-11719,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8RO5-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/8RO5-1
8RO5-1-A-2-10192,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8RO5-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/8RO5-2
7JUY-1-B-1-11059,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7JUY-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/7JUY-1
7JUY-1-C-2-7601,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7JUY-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/7JUY-2
8RME-1-A-1-5070,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8RME-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/8RME-1
8RME-1-D-3-1396,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8RME-1-D,/data4/hfxie/Dataset/ESMCEmbeddings/8RME-3
8TVT-1-A-1-5070,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8TVT-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/8TVT-1
8TVT-1-B-2-3205,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8TVT-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/8TVT-2
5USR-1-H-2-3205,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5USR-1-H,/data4/hfxie/Dataset/ESMCEmbeddings/5USR-2
5USR-1-J-3-264,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5USR-1-J,/data4/hfxie/Dataset/ESMCEmbeddings/5USR-3
6ODD-2-A-1-3131,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6ODD-2-A,/data4/hfxie/Dataset/ESMCEmbeddings/6ODD-1
6ODD-2-B-2-3205,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6ODD-2-B,/data4/hfxie/Dataset/ESMCEmbeddings/6ODD-2
6R2L-1-A-1-3549,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6R2L-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/6R2L-1
6R2L-1-D-4-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6R2L-1-D,/data4/hfxie/Dataset/ESMCEmbeddings/6R2L-4
8U0Y-1-A-1-2032,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8U0Y-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/8U0Y-1
8U0Y-1-C-3-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/8U0Y-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/8U0Y-3
7LLI-1-C-1-3154,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7LLI-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/7LLI-1
7LLI-1-L-4-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7LLI-1-L,/data4/hfxie/Dataset/ESMCEmbeddings/7LLI-4
3C5Z-1-E-1-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/3C5Z-1-E,/data4/hfxie/Dataset/ESMCEmbeddings/3C5Z-1
3C5Z-1-H-4-10152,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/3C5Z-1-H,/data4/hfxie/Dataset/ESMCEmbeddings/3C5Z-4
5KS9-2-C-1-7318,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5KS9-2-C,/data4/hfxie/Dataset/ESMCEmbeddings/5KS9-1
5KS9-2-E-3-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5KS9-2-E,/data4/hfxie/Dataset/ESMCEmbeddings/5KS9-3
6C09-1-A-1-1517,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6C09-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/6C09-1
6C09-1-C-3-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6C09-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/6C09-3
7PHR-1-A-1-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7PHR-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/7PHR-1
7PHR-1-H-6-9541,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7PHR-1-H,/data4/hfxie/Dataset/ESMCEmbeddings/7PHR-6
4NHU-2-E-3-4310,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4NHU-2-E,/data4/hfxie/Dataset/ESMCEmbeddings/4NHU-3
4NHU-2-C-1-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4NHU-2-C,/data4/hfxie/Dataset/ESMCEmbeddings/4NHU-1
9J4S-3-I-2-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9J4S-3-I,/data4/hfxie/Dataset/ESMCEmbeddings/9J4S-2
9J4S-3-D-4-7259,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9J4S-3-D,/data4/hfxie/Dataset/ESMCEmbeddings/9J4S-4
7LLJ-1-K-1-10386,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7LLJ-1-K,/data4/hfxie/Dataset/ESMCEmbeddings/7LLJ-1
7LLJ-1-L-2-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7LLJ-1-L,/data4/hfxie/Dataset/ESMCEmbeddings/7LLJ-2
7PHR-1-A-1-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7PHR-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/7PHR-1
7PHR-1-C-3-5899,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7PHR-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/7PHR-3
7PHR-1-A-1-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7PHR-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/7PHR-1
7PHR-1-E-5-390,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7PHR-1-E,/data4/hfxie/Dataset/ESMCEmbeddings/7PHR-5
6PX6-1-A-1-8655,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6PX6-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/6PX6-1
6PX6-1-D-4-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6PX6-1-D,/data4/hfxie/Dataset/ESMCEmbeddings/6PX6-4
4IIQ-1-A-1-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4IIQ-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/4IIQ-1
4IIQ-1-C-3-694,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4IIQ-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/4IIQ-3
9NDS-2-H-1-6553,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9NDS-2-H,/data4/hfxie/Dataset/ESMCEmbeddings/9NDS-1
9NDS-2-J-3-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9NDS-2-J,/data4/hfxie/Dataset/ESMCEmbeddings/9NDS-3
2XN9-1-A-1-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/2XN9-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/2XN9-1
2XN9-1-C-3-4846,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/2XN9-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/2XN9-3
6DFV-2-C-1-10479,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6DFV-2-C,/data4/hfxie/Dataset/ESMCEmbeddings/6DFV-1
6DFV-2-D-2-9428,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6DFV-2-D,/data4/hfxie/Dataset/ESMCEmbeddings/6DFV-2
7EZX-1-mL-6-2032,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7EZX-1-mL,/data4/hfxie/Dataset/ESMCEmbeddings/7EZX-6
7EZX-1-nL-7-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7EZX-1-nL,/data4/hfxie/Dataset/ESMCEmbeddings/7EZX-7
7T8S-2-E-1-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7T8S-2-E,/data4/hfxie/Dataset/ESMCEmbeddings/7T8S-1
7T8S-2-F-2-5262,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7T8S-2-F,/data4/hfxie/Dataset/ESMCEmbeddings/7T8S-2
1XG0-1-A-1-6863,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/1XG0-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/1XG0-1
1XG0-1-C-3-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/1XG0-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/1XG0-3
9O62-1-F-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9O62-1-F,/data4/hfxie/Dataset/ESMCEmbeddings/9O62-2
9O62-1-a-3-10205,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9O62-1-a,/data4/hfxie/Dataset/ESMCEmbeddings/9O62-3
9O62-1-F-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9O62-1-F,/data4/hfxie/Dataset/ESMCEmbeddings/9O62-2
9O62-1-b-4-379,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/9O62-1-b,/data4/hfxie/Dataset/ESMCEmbeddings/9O62-4
7EZX-1-nJ-7-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7EZX-1-nJ,/data4/hfxie/Dataset/ESMCEmbeddings/7EZX-7
7EZX-1-xJ-16-7538,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7EZX-1-xJ,/data4/hfxie/Dataset/ESMCEmbeddings/7EZX-16
7Y5E-1-MI-12-6948,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y5E-1-MI,/data4/hfxie/Dataset/ESMCEmbeddings/7Y5E-12
7Y5E-1-gB-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y5E-1-gB,/data4/hfxie/Dataset/ESMCEmbeddings/7Y5E-2
7Y4L-1-NH-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-NH,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-2
7Y4L-1-M3-20-2669,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-M3,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-20
7EZX-1-eR-8-7924,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7EZX-1-eR,/data4/hfxie/Dataset/ESMCEmbeddings/7EZX-8
7EZX-1-TR-7-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7EZX-1-TR,/data4/hfxie/Dataset/ESMCEmbeddings/7EZX-7
5Y6P-1-l5-18-2641,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-l5,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-18
5Y6P-1-r5-11-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-r5,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-11
7Y5E-1-IB-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y5E-1-IB,/data4/hfxie/Dataset/ESMCEmbeddings/7Y5E-2
7Y5E-1-b3-67-5803,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y5E-1-b3,/data4/hfxie/Dataset/ESMCEmbeddings/7Y5E-67
7Y4L-1-B4-13-2375,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-B4,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-13
7Y4L-1-P4-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-P4,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-2
7Y4L-1-T1-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-T1,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-2
7Y4L-1-E6-8-333,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-E6,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-8
7Y4L-1-X2-10-5085,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-X2,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-10
7Y4L-1-Y2-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-Y2,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-2
7Y4L-1-FH-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-FH,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-2
7Y4L-1-bH-25-9659,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-bH,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-25
6KGX-1-dJ-15-6716,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6KGX-1-dJ,/data4/hfxie/Dataset/ESMCEmbeddings/6KGX-15
6KGX-1-IJ-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6KGX-1-IJ,/data4/hfxie/Dataset/ESMCEmbeddings/6KGX-2
7Y4L-1-b7-27-10909,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-b7,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-27
7Y4L-1-aA-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-aA,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-2
6KGX-1-LE-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6KGX-1-LE,/data4/hfxie/Dataset/ESMCEmbeddings/6KGX-2
6KGX-1-zE-16-3180,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/6KGX-1-zE,/data4/hfxie/Dataset/ESMCEmbeddings/6KGX-16
7Y5E-1-NB-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y5E-1-NB,/data4/hfxie/Dataset/ESMCEmbeddings/7Y5E-2
7Y5E-1-hB-76-9513,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y5E-1-hB,/data4/hfxie/Dataset/ESMCEmbeddings/7Y5E-76
7Y4L-1-QA-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-QA,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-2
7Y4L-1-UA-4-494,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-UA,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-4
7Y4L-1-EA-1-321,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-EA,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-1
7Y4L-1-MA-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-MA,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-2
7Y4L-1-GA-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-GA,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-2
7Y4L-1-33-17-7419,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7Y4L-1-33,/data4/hfxie/Dataset/ESMCEmbeddings/7Y4L-17
7T7U-1-C-3-9811,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7T7U-1-C,/data4/hfxie/Dataset/ESMCEmbeddings/7T7U-3
7T7U-1-D-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7T7U-1-D,/data4/hfxie/Dataset/ESMCEmbeddings/7T7U-2
4LMS-1-A-1-10670,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4LMS-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/4LMS-1
4LMS-1-B-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/4LMS-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/4LMS-2
5Y6P-1-E1-3-832,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-E1,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-3
5Y6P-1-iD-11-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-iD,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-11
5Y6P-1-D5-11-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-D5,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-11
5Y6P-1-Y5-12-7754,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-Y5,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-12
5Y6P-1-b3-13-10723,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-b3,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-13
5Y6P-1-h3-11-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-h3,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-11
5Y6P-1-A1-1-6657,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-A1,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-1
5Y6P-1-J7-11-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-J7,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-11
5Y6P-1-V2-11-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-V2,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-11
5Y6P-1-ka-25-2718,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-ka,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-25
5Y6P-1-J7-11-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-J7,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-11
5Y6P-1-a9-19-3024,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-a9,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-19
5Y6P-1-B4-11-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-B4,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-11
5Y6P-1-eY-22-4072,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-eY,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-22
5Y6P-1-n9-11-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-n9,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-11
5Y6P-1-dz-20-9027,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/5Y6P-1-dz,/data4/hfxie/Dataset/ESMCEmbeddings/5Y6P-20
7SSF-1-A-1-8615,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7SSF-1-A,/data4/hfxie/Dataset/ESMCEmbeddings/7SSF-1
7SSF-1-B-2-11056,/data4/hfxie/Dataset/ESM3EmbeddingsWithSequence/7SSF-1-B,/data4/hfxie/Dataset/ESMCEmbeddings/7SSF-2
